brand,url_part,title,final Price,Original Price,product desc,material
AKS,kurtas/aks/aks-women-blue-solid-straight-fringed-kurta/2111518/buy,Solid Straight Fringed Kurta,649,1299,"Blue solid straight fringed kurta, has a shirt collar, three-quarter sleeves, a short button placket, a straight hem, and side slits",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-blue--white-printed-straight-kurta/2493424/buy,Printed Straight Kurta,824,1099,"Blue and white printed straight kurta, has a round neck, short bell sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-teal-blue--beige-colourblocked-straight-kurta/2167393/buy,Colourblocked Straight Kurta,649,1299,"Teal blue and beige colourblocked straight kurta, has a stylised mandarin collar with button detailing, three-quarter sleeves, curved hem, side slits",Cotton and silk blendDry-clean
AKS,kurtas/aks/aks-women-navy-solid-straight-kurta/2111520/buy,Solid Straight Kurta,604,1099,"Navy solid straight kurta with tassels, has a round neck, two patch pockets, short sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-navy-blue--off-white-printed-a-line-kurta/2463745/buy,Printed A-Line Kurta,1049,1499,"Navy and off-white printed A-line kurta, has a round neck, three-quarter bell sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard--maroon-printed-a-line-kurta/2262290/buy,Printed A-Line Kurta,649,1299,"Mustard and maroon printed A-line kurta, has a round neck, short sleeves, asymmetric hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-brown--maroon-printed-straight-kurta/2249985/buy,Printed Straight Kurta,649,1299,"Brown and maroon printed straight kurta, has a mandarin collar with embellished detail, short sleeves, a straight hem, side slits, and a short hook-and-eye placket on the back",100% cottonMachine-wash cold
AKS,kurtas/aks/aks-women-maroon--yellow-printed-straight-kurta/2024453/buy,Printed Straight Kurta,649,999,"Maroon and yellow printed straight kurta, has a round neck, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy--red-printed-anarkali-kurta/2493384/buy,Printed Anarkali Kurta,1049,1499,"Navy, red and beige printed Anarkali kurta, has a round neck, short sleeves, flared hem, front slit",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-blue--off-white-printed-layered-straight-kurta/2287442/buy,Printed Layered Straight Kurta,879,2199,"Navy blue and off-white printed straight kurta, has a round neck, sleeveless, straight hem, side slitsComes with a navy sheer layer that has a V-neck, short sleeves and 1 pocket",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-red--cream-coloured-printed-straight-kurta/2448846/buy,Printed Straight Kurta,659,1099,"Red and cream-coloured printed panelled straight kurta, has a round neck, short sleeves, a straight hem, and side slits",RayonMachine-wash cold
AKS,kurtas/aks/aks-women-pink-solid-tiered-anarkali-kurta/2111416/buy,Solid Tiered Anarkali Kurta,854,1899,"Pink solid tiered Anarkali kurta, has a round neck, short sleeves, flared hem, no slits",Viscose Machine-wash
AKS,kurtas/aks/aks-women-navy-blue--off-white-printed-a-line-kurta/1951402/buy,Printed A-Line Kurta,854,1899,"Navy blue and off-white printed A-line kurta, has a round neck, sleeveless, flared hem",Viscose  Machine-wash
AKS,kurtas/aks/aks-women-yellow-printed-a-line-kurta/2111390/buy,Printed A-Line Kurta,854,1899,"Yellow printed A-line kurta, has a round neck, three-quarter sleeves, two insert pockets, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-charcoal-grey--brown-printed-straight-kurta/2448863/buy,Printed Straight Kurta,599,999,"Charcoal grey and brown printed straight kurta, has a round neck, sleeveless, straight hem, side slits",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-green--grey-printed-anarkali-kurta/2493374/buy,Printed Anarkali Kurta,1039,1599,"Green and grey printed Anarkali kurta, has a tie-up neck, three-quarter sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-blue-dyed-a-line-kurta/2250055/buy,Dyed A-Line Kurta,649,1299,"Blue dyed A-line kurta, has a round neck, sleeveless, flared hem",Viscose rayonDry-clean
AKS,kurtas/aks/aks-women-navy--maroon-printed-a-line-kurta/2250036/buy,Printed A-Line Kurta,649,1299,"Navy and maroon printed A-line kurta, has a round neck, three-quarter sleeves, a tie-up detail on the back, and a flared hem",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-cream-coloured-solid-a-line-kurta/2167396/buy,Solid A-Line Kurta,749,1499,"Cream-coloured A-line kurta with embroidered and sequinned detail, has a V-neck, three-quarter sleeves, flared hem, side slits",Cotton and silk blendDry-clean
AKS,kurtas/aks/aks-women-blue--red-printed-straight-kurta/2448923/buy,Printed Straight Kurta,659,1099,"Blue and red printed straight kurta, has a mandarin collar with a split V-neckline, sleeveless, a straight hem, a solid back, and side slits",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-orange--brown-printed-a-line-kurta/2111381/buy,Printed A-Line Kurta,599,1199,"Orange and brown printed A-line kurta, has a round neck, short sleeves, and an asymmetric hemline",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-blue--brown-printed-straight-kurta/2249982/buy,Printed Straight Kurta,649,1299,"Blue, beige and brown printed straight kurta, has a cowl neck, short sleeves, straight hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-pink-solid-straight-kurta/2262272/buy,Solid Straight Kurta,604,1099,"Pink solid angrakha straight kurta, has a V-neck, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-peach-coloured--green-printed-straight-kurta/2111389/buy,Printed Straight Kurta,604,1099,"Peach-coloured and green printed straight kurta, has a round neck, short sleeves, a flounced hem, and side slits",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-off-white--blue-printed-straight-kurta/2493416/buy,Printed Straight Kurta,909,1299,"Off-white, blue and yellow printed straight kurta, has a tie-up neck, short sleeves, straight hem, multiple slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-coral-pink--white-printed-a-line-kurta/2024448/buy,Printed A-Line Kurta,599,999,"Coral pink and white printed A-line kurta, has a round neck, short sleeves, flared hem, multiple slits",CrepeMachine-wash cold
AKS,kurtas/aks/aks-women-green-floral-print-cold-shoulder-straight-kurta/2111410/buy,Cold Shoulder Straight Kurta,604,1099,"Green printed straight kurta, has a round neck, short cold shoulder sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-brown-printed-straight-kurta/2111378/buy,Printed Straight Kurta,699,999,"Brown and beige printed straight kurta, has a stylised mandarin collar, three-quarter bell sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-red--beige-crepe-printed-straight-kurta/2024460/buy,Printed Straight Kurta,629,899,"Red and beige printed straight kurta, has a round neck, short sleeves, straight hem, side slits",Polyester crepe  Machine-wash
AKS,kurtas/aks/aks-women-beige--black-colourblocked-straight-kurta/2448853/buy,Colourblocked Straight Kurta,719,1199,"Beige, black and pink colourblocked straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-red-solid-crepe-off-shoulder-straight-kurta/2095554/buy,Off-Shoulder Straight Kurta,599,799,"Red solid straight kurta, has off-shoulder styling, three-quarter sleeves with tie-up detail, straight hem",Polyester crepe Machine-wash
AKS,kurtas/aks/aks-women-blue--white-printed-off-shoulder-straight-kurta/2095547/buy,Printed Straight Kurta,559,699,"Blue and white printed off-shoulder kurta, has short puffed sleeves, side slits",Polyester crepe Machine-wash
AKS,kurtas/aks/aks-women-beige-solid-straight-kurta/2448852/buy,Solid Straight Kurta,779,1299,"Beige solid straight kurta, has a mandarin collar, long sleeves, straight hem, multiple slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--brown-printed-straight-kurta/2448860/buy,Printed Straight Kurta,659,1099,"Mustard yellow and brown printed straight kurta, has a mandarin collar with a split V-neckline, a mock placket with bauble bead detail, short sleeves, a straight hem, and side slits",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-pink--white-printed-anarkali-kurta/2493401/buy,Printed Anarkali Kurta,1019,1699,"Pink and white printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-green--orange-printed-a-line-kurta/2111373/buy,Printed A-Line Kurta,974,1499,"Green and orange printed A-line kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Viscose Rayon  Machine-wash
AKS,kurtas/aks/aks-women-blue-printed-tiered-anarkali-kurta/2167341/buy,Printed Anarkali Kurta,849,1699,"Blue printed Anarkali kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-yellow--grey-printed-anarkali-kurta/2127694/buy,Printed Anarkali Kurta,849,1699,"Yellow and grey printed anarkali kurta, has a V-neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy--cream-coloured-printed-anarkali-kurta/2249970/buy,Printed Anarkali Kurta,815,1599,"Navy and cream-coloured printed Angrakha Anarkali kurta, has a V-neck, three-quarter sleeves, flared hem, no slits",CottonDry-clean
AKS,kurtas/aks/aks-women-cream-coloured--green-printed-a-line-kurta/2262296/buy,Printed A-Line Kurta,799,1599,"Cream-coloured and green printed A-line kurta, has a round neck, short sleeves, flared hem, front slit",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--black-printed-anarkali-kurta/2262315/buy,Printed Anarkali Kurta,854,1899,"Mustard yellow and black printed Anarkali kurta, has a stylised round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-brown--white-printed-a-line-kurta/2095002/buy,A-Line Kurta,815,1599,"Mustard brown and white screen print A-line kurta, has a notched mandarin collar, button placket, three-quarter sleeves, flared hem",Polyester crepe Machine-wash
AKS,kurtas/aks/aks-women-red-embroidered-detail-straight-kurta/1945068/buy,Embroidered Straight Kurta,649,1299,"Red embroidered detail straight kurta, has a round neck, three-quarter sleeves, straight hem, front slits",Viscose  Machine-wash
AKS,kurtas/aks/aks-women-blue-solid-a-line-kurta/2095088/buy,A-Line Kurta,749,1499,"Blue solid A-line kurta with tie-up detail, has a V-neck, three-quarter sleeves, flared and pleated hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-grey--maroon-printed-a-line-kurta/2249981/buy,Printed A-Line Kurta,649,1299,"Grey, blue and maroon printed A-line kurta, has a cowl neck, short sleeves, curved hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2262306/buy,Printed A-Line Kurta,759,1899,"Blue and white printed A-line kurta, has a mandarin collar, three-quarter sleeves, curved hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black--green-yoke-design-a-line-kurta/2262299/buy,Yoke Design A-Line Kurta,649,1299,"Black and green yoke design A-line kurta, has a round neck, short sleeves, flared hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-blue--red-printed-a-line-kurta/2024413/buy,Printed A-Line Kurta,649,1299,"Blue and red printed A-line kurta, has a round neck, short sleeves, an asymmetric hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-cream-coloured--taupe-printed-a-line-kurta/1945091/buy,Printed A-Line Kurta,649,1299,"Cream-coloured and taupe printed A-line kurta, has a round neck, sleeveless, asymmetric hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-solid-straight-kurta/2111528/buy,Solid Straight Kurta,604,1099,"Navy solid straight kurta, has a boat neck, short sleeves, 1 pocket, straight hem, side slits",Cotton  Hand-wash
AKS,kurtas/aks/aks-women-red-printed-a-line-kurta/2095114/buy,A-Line Kurta,599,799,"Red printed A-line kurta, has a mandarin collar, short sleeves, straight hem, side slits",Rayon  Machine-wash
AKS,kurtas/aks/aks-women-rust-orange--brown-printed-straight-kurta/2250006/buy,Printed Straight Kurta,629,899,"Rust orange and brown printed straight kurta, has a V-neck, short sleeves, straight hem, side slits",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-black--mustard-yellow-printed-tiered-a-line-kurta/2287437/buy,Printed A-Line Kurta,809,1799,"Black and mustard yellow printed A-line kurta, has a mandarin collar, sleeveless, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-orange-solid-anarkali-kurta/2262334/buy,Solid Anarkali Kurta,854,1899,"Orange solid Anarkali kurta, has a mandarin collar, short sleeves, flared hem, no slits",Viscose Machine-wash
AKS,kurtas/aks/aks-women-red-embellished-straight-kurta/2111401/buy,Embellished Straight Kurta,799,1599,"Red embellished straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton  Dry-clean
AKS,kurtas/aks/aks-women-beige--brown-printed-a-line-kurta/2111514/buy,Printed A-Line Kurta,649,1299,"Beige and brown printed A-line kurta with beaded tassels, has a round neck, short sleeves, asymmetric hem, no slits",Cotton Hand-wash
AKS,kurtas/aks/aks-women-beige-silk-embroidred-straight-kurta/2111522/buy,Embroidred Straight Kurta,999,1999,"Beige solid straight kurta with embroidered detail, has a mandarin collar, three-quarter sleeves, straight hem, multiple slits, attached lining",Silk  Dry-clean
AKS,kurtas/aks/aks-women-navy--green-floral-print-a-line-kurta/2167383/buy,Floral Print A-Line Kurta,799,1599,"Navy and green printed A-line kurta, has a round neck, sleeveless, flared hem, no slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-red--beige-printed-a-line-kurta/1951404/buy,Printed A-Line Kurta,815,1599,"Red and beige printed A-line kurta, has a round neck, three-quarter sleeves, flared hem",Viscose rayon  Machine-wash
AKS,kurtas/aks/aks-women-orange--yellow-printed-a-line-kurta/1945090/buy,Printed A-Line Kurta,749,1499,"Orange and mustard yellow printed A-line kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--white-printed-layered-anarkali-kurta/2095524/buy,Printed Layered Anarkali Kurta,989,2199,"Blue and white printed layered Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-pink-printed-layered-a-line-kurta/2095086/buy,Layered A-Line Kurta,849,1699,"Pink and white printed layered A-line kurta, has a round neck, three-quarter sleeves, flared hem, side slits",Cotton blend Machine-wash
AKS,kurtas/aks/aks-women-multicoloured-printed-straight-kurta/2095046/buy,Straight Kurta,599,999,"Multicoloured printed straight kurta with a solid back, has a shirt collar, full button placket, three-quarter sleeves, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-beige--blue-printed-a-line-kurta/2095014/buy,A-Line Kurta,749,1499,"Beige and blue screen print A-line kurta, has a stand collar, three-quarter sleeves, slit on the front and sides, flared hem, button-and-loop closure on the back",Rayon Machine-wash
AKS,kurtas/aks/aks-women-green--pink-printed-angrakha-anarkali-kurta/2024454/buy,Angrakha Anarkali Kurta,949,1899,"Green and pink printed angrakha Anarkali kurta, has a V-neck, three-quarter sleeves, flared hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-white--black-printed-straight-kurta/2024461/buy,Printed Straight Kurta,599,799,"White and black printed straight kurta, has a stylised V-neck, short sleeves, straight hem, side slits",Crepe Machine-wash
AKS,kurtas/aks/aks-women-blue-printed-straight-kurta/1945088/buy,Printed Straight Kurta,699,999,"Blue printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-navy--off-white-printed-straight-kurta/2463738/buy,Printed Straight Kurta,824,1099,"Navy and off-white printed straight kurta, has a shirt collar, three-quarter sleeves, a full button placket, straight hem, multiple slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-beige-embroidered-detail-straight-kurta/2167395/buy,Embroidered Straight Kurta,649,1299,"Beige embroidered detail straight kurta, has a round neck with a short hook-and-eye placket, three-quarter sleeves, straight hem, side slits",Cotton and silk blendDry-clean
AKS,kurtas/aks/aks-women-mustard-yellow-printed-straight-kurta/2448874/buy,Printed Straight Kurta,599,999,"Mustard yellow printed straight kurta, has a notched round neck with tassel detail on the front, three-quarter sleeves, a straight hem, and side slits",RayonMachine-wash cold
AKS,kurtas/aks/aks-women-grey-solid-straight-kurta/2111368/buy,Solid Straight Kurta,649,1299,"Grey solid straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, multiple slits, button closure",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--white-printed-anarkali-kurta/2262291/buy,Printed Anarkali Kurta,849,1699,"Blue and white printed Anarkali kurta, has a keyhole neck, short sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-maroon-solid-anarkali-kurta/2262325/buy,Solid Anarkali Kurta,749,1499,"Maroon solid Anarkali kurta, has a round neck, long sleeves, flared hem, no slits",Viscose Rayon  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--black-checked-straight-kurta/2024433/buy,Checked Straight Kurta,599,1199,"Mustard yellow and black checked straight kurta, has a mandarin collar, three-quarter sleeves, curved hem, front slit",Polyester crepe Machine-wash
AKS,kurtas/aks/aks-women-peach-coloured-embroidered-straight-kurta/1945059/buy,Embroidered Straight Kurta,599,999,"Peach-coloured embroidered straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--beige-printed-a-line-kurta/2250033/buy,Printed A-Line Kurta,649,1299,"Blue and off-white printed A-line kurta, has a round neck, short sleeves, curved hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow-embroidered-straight-kurta/1945063/buy,Embroidered Straight Kurta,749,1499,"Mustard yellow embroidered straight kurta, has a round neck, sleeveless, flared hem, high side slits",Viscose rayon  Machine-wash
AKS,kurtas/aks/aks-women-yellow-yoke-design-straight-kurta/2249979/buy,Yoke Design Straight Kurta,699,999,"Yellow yoke design straight kurta with thread work and beads, has a round neck, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-green-solid-a-line-kurta/1951414/buy,Solid A-Line Kurta,649,1299,"Green solid A-line kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2463736/buy,Printed A-Line Kurta,1049,1499,"Blue and white printed A-line kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-maroon--beige-kalamkari-print-straight-kurta-with-ethnic-jacket/2024423/buy,Printed Straight Kurta,1099,2199,"Maroon solid straight kurta, has a round neck, sleeveless, straight hem, side slitsComes with a beige kalamkari print longline ethnic jacket, has a round neck with a tie-up detail, three-quarter sleeves",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-magenta-yoke-design-silk-a-line-kurta/2167356/buy,Yoke Design A-Line Kurta,649,1299,"Magenta yoke design silk A-line kurta, has a V-neck, three-quarter sleeves, curved hem, no slits",Silk  Dry-clean
AKS,kurtas/aks/aks-women-cream-coloured--red-printed-a-line-kurta/1945105/buy,Printed A-Line Kurta,824,1499,"Cream-coloured and red printed A-line kurta, has a mandarin collar, short button-and-loop placket, three-quarter sleeves, flared hem, front slit",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-taupe-solid-straight-kurta/1945054/buy,Solid Straight Kurta,629,899,"Taupe solid straight kurta, has a stylised layered neck, three-quarter sleeves with button closures on one sleeve, straight hem, side slits",Polycrepe  Machine-wash
AKS,kurtas/aks/aks-women-beige--brown-printed-anarkali-kurta/2095520/buy,Printed Anarkali Kurta,849,1699,"Beige and brown printed Anarkali kurta, has a round neck, short sleeves, flared hem",Cotton Hand-wash
AKS,kurtas/aks/aks-women-grey-solid-anarkali-kurta/1945112/buy,Solid Anarkali Kurta,749,1499,"Grey solid Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Viscose  Machine-wash
AKS,kurtas/aks/aks-women-red-solid-straight-kurta/2448857/buy,Solid Straight Kurta,659,1099,"Red solid straight kurta, has a mandarin collar, short sleeves, straight hem, side slits",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-navy--green-printed-straight-kurta/2262280/buy,Printed Straight Kurta,699,999,"Navy and green printed straight kurta, has a round neck, three-quarter sleeves, an insert pocket on the right, a straight hem, and side slits",CottonMachine-wash warm
AKS,kurtas/aks/aks-women-black-kalamkari-print-detail-angrakha-style-straight-kurta/2448858/buy,Angrakha Style Straight Kurta,599,999,"Black and beige Kalamkari print detail angrakha style straight kurta, has a V-neck, a tie-up detail on the front, short sleeves, a straight hem, and side slits",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-magenta-solid-straight-kurta/2262336/buy,Solid Straight Kurta,599,1199,"Magenta solid straight kurta, has a keyhole neck, short sleeves, straight hem, side slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-navy-blue-floral-print-straight-kurta/2024424/buy,Floral Print Straight Kurta,699,999,"Navy blue and red floral print straight kurta, has a round neck, three-quarter flared sleeves, straight hem, no slits",Viscose rayon  Machine-wash
AKS,kurtas/aks/aks-women-brown--beige-printed-straight-kurta/2448873/buy,Printed Straight Kurta,719,1199,"Brown and beige printed straight kurta, has a mandarin collar, short sleeves, 1 pocket, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-red--white-printed-straight-kurta/2448851/buy,Printed Straight Kurta,659,1099,"Red and white printed straight kurta, has a round neck, three-quarter sleeves, straight hem, multiple slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-peach-coloured-solid-a-line-kurta/2448952/buy,Solid A-Line Kurta,844,1299,"Peach-coloured solid A-line kurta, has a round neck, three-quarter bell sleeves, an asymmetric button placket, slightly flared hem, front slit",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-cream-coloured--black-printed-anarkali-kurta/2167390/buy,Printed Anarkali Kurta,854,1899,"Cream-coloured and black printed Anarkali kurta, has a round neck, short sleeves with cold shoulder detail, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black-printed-detail-a-line-kurta/2095431/buy,Printed Detail A-Line Kurta,799,1599,"Black A-line kurta with printed detail, has a round neck, three-quarter sleeves, flared hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-peach-coloured--green-floral-print-off-shoulder-straight-kurta/2111409/buy,Off-Shoulder Straight Kurta,629,899,"Peach-coloured and green printed layered off-shoulder straight kurta, has straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-grey--pink-printed-straight-kurta/1945056/buy,Printed Straight Kurta,604,1099,"Grey and pink printed straight kurta with pleated detail, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--purple-printed-a-line-kurta/2024419/buy,Printed A-Line Kurta,649,1299,"Mustard yellow and purple printed A-line kurta, has a round neck, sleeveless, flared hem, no slits, and a pocket",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-brown-printed-anarkali-kurta/2167384/buy,Printed Anarkali Kurta,799,1599,"Brown printed Anarkali kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-orange-floral-print-angrakha-anarkali-kurta/2111386/buy,Printed Anarkali Kurta,809,1799,"Orange and green floral print Angrakha Anarkali kurta, has a V-neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-white--pink-printed-anarkali-kurta/2250059/buy,Printed Anarkali Kurta,649,1299,"White and pink printed Angrakha Anarkali kurta, has a V-neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy--red-printed-layered-a-line-kurta/2250042/buy,Printed Layered A-Line Kurta,749,1499,"Navy and red printed layered A-line kurta, has a mandarin collar with a split V-neckline, a short mock placket with bauble bead detail, sleeveless, a flared hem, and a front slit",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-blue--rust-orange-printed-a-line-kurta/2024470/buy,Printed A-Line Kurta,649,1299,"Blue, rust orange and cream-coloured printed A-line kurta, has a mandarin collar, sleeveless, flared hem, front slit",Cotton Machine-wash
AKS,kurtas/aks/aks-women-black-woven-design-straight-kurta/2448881/buy,Woven Design Straight Kurta,599,999,"Black woven design straight kurta, has a keyhole neck, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-magenta--white-printed-anarkali-kurta/2095501/buy,Printed Anarkali Kurta,815,1599,"Magenta and white printed Anarkali kurta, has a keyhole neck, three-quarter sleeves, flared hem",Cotton Hand-wash
AKS,kurtas/aks/aks-women-maroon-solid-straight-kurta/2448950/buy,Solid Straight Kurta,629,899,"Maroon solid straight kurta with schiffli embroidery detail, has a round neck, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow-solid-fringed-straight-kurta/2111516/buy,Solid Straight Kurta,714,1299,"Mustard yellow solid fringed straight kurta, has a round neck, short sleeves, straight hem, side slits, 1 pocket",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-rust-red--black-printed-anarkali-kurta/2448908/buy,Printed Anarkali Kurta,909,1299,"Rust red and black printed Anarkali kurta, has a V-neck, short sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-blue-solid-cold-shoulder-kurta/2095538/buy,Women Cold Shoulder Kurta,599,799,"Blue solid straight kurta, has shoulder straps forming a sweetheart neck, short cold shoulder sleeves, side slits",Polyester crepeMachine-wash
AKS,kurtas/aks/aks-women-black--beige-printed-anarkali-kurta/2127700/buy,Printed Anarkali Kurta,849,1699,"Black, beige and brown printed anarkali kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-off-white-embroidered-detail-a-line-kurta/1945062/buy,Embroidered A-Line Kurta,749,1499,"Off-white embroidered detail A-line kurta, has a boat neck, sleeveless, flared hem, side slits",Viscose  Machine-wash
AKS,kurtas/aks/aks-women-white--blue-striped-straight-kurta/2382500/buy,Striped Straight Kurta,899,1199,"White and blue striped straight kurta with floral print, has a round neck, long flared sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-beige--red-printed-straight-kurta/2127702/buy,Printed Straight Kurta,699,999,"Beige and red printed straight kurta, has a round neck, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-cream-coloured--pink-printed-straight-kurta/2250070/buy,Printed Straight Kurta,604,1099,"Cream-coloured and pink printed straight kurta, has a round neck, short sleeves, straight hem, side slits",CottonDry-clean
AKS,kurtas/aks/aks-women-blue-ethnic-print-a-line-kurta/2382501/buy,Ethnic Print A-Line Kurta,749,1499,"Blue ethnic print A-line kurta, has a round neck, three-quarter sleeves, high-low flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-off-white-solid-anarkali-kurta/1945111/buy,Solid Anarkali Kurta,749,1499,"Off-white solid Anarkali kurta, has a round neck, three-quarter sleeves, flared hem, 2 pockets",Viscose  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow-solid-straight-kurta/2448879/buy,Solid Straight Kurta,779,1299,Mustard Yellow Solid Straight Kurta,Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-maroon--grey-printed-layered-a-line-kurta/2095565/buy,Printed Layered A-Line Kurta,1044,1899,"Maroon and grey printed layered A-line kurta, has a keyhole neck, sleeveless, flared hem, front slit",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-red--beige-printed-anarkali-kurta/2250041/buy,Printed Anarkali Kurta,815,1599,"Red and beige printed Anarkali kurta, has a square neck, short sleeves, asymmetric hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-yellow-solid-crepe-straight-kurta/2095518/buy,Solid Crepe Straight Kurta,699,999,"Yellow solid straight kurta, has a shirt collar, full button placket, three-quarter sleeves, curved hem",CrepeMachine-wash
