brand,url_part,title,final Price,Original Price,product desc,material
AKS,kurtas/aks/aks-women-black-printed-detail-straight-kurta/2111379/buy,Printed Detail Straight Kurta,699,999,"Black and blue printed detail straight kurta, has a stylised mandarin collar, three-quarter sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-black--off-white-printed-straight-kurta/2493414/buy,Printed Straight Kurta,824,1099,"Black and off-white printed straight kurta, has a round neck, short sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-orange--mustard-yellow-printed-anarkali-kurta/1945096/buy,Printed Anarkali Kurta,815,1599,"Orange and mustard yellow printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-solid-straight-kurta/2111407/buy,Solid Straight Kurta,599,999,"Navy solid straight kurta with printed and gota patti detail, has a round neck, three-quarter sleeves, a straight hem, and side slits",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-off-white--yellow-printed-anarkali-kurta/2111383/buy,Printed Anarkali Kurta,849,1699,"Off-white and yellow printed Anarkali kurta, has a round neck, three-quarter bell sleeves with ruffles, and a flared hem",Cotton Machine-wash cold
AKS,kurtas/aks/aks-women-peach-coloured--charcoal-grey-printed-angrakha-kurta/2250057/buy,Printed Angrakha Kurta,899,1999,"Peach-Coloured and charcoal grey printed Angrakha kurta, has a round neck, short sleeves, flared hem, no slits",Viscose Rayon Dry-clean
AKS,kurtas/aks/aks-women-brown--off-white-printed-anarkali-kurta/2448918/buy,Printed Anarkali Kurta,1049,1499,"Brown and off-white printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-red--navy-printed-a-line-kurta/2250038/buy,Printed A-Line Kurta,649,1299,"Red and navy printed A-line kurta, has a round neck, short sleeves, flared hem, no slits",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2095084/buy,A-Line Kurta,815,1599,"Blue and white printed A-line kurta with tie-up detail, has a round neck, three-quarter sleeves, flared and pleated hem",Cotton Machine-wash
AKS,kurtas/aks/aks-women-navy-blue--cream-coloured-khari-print-anarkali-kurta/2249968/buy,Khari Print Anarkali Kurta,849,1699,"Navy blue, cream-coloured and golden khari print Anarkali kurta, has a round neck, short sleeves, flared hem",CottonDry-clean
AKS,kurtas/aks/aks-women-blue--red-printed-a-line-kurta/2262276/buy,Printed A-Line Kurta,749,1499,"Blue and red printed A-line kurta, has a mandarin collar, three-quarter sleeves, straight hem, multiple slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-red--mustard-yellow-printed-anarkali-kurta/2448903/buy,Printed Anarkali Kurta,909,1299,"Red and mustard yellow printed Anarkali kurta, has a mandarin collar, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black--grey-printed-anarkali-kurta/2493400/buy,Printed Anarkali Kurta,1049,1499,"Black and grey printed Anarkali kurta, has a stylised stand collar, three-quarter sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-peach-coloured-solid-straight-kurta/2448890/buy,Solid Straight Kurta,599,999,"Peach-Coloured solid straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Polyester crepeMachine-wash
AKS,kurtas/aks/aks-women-pink--yellow-floral-print-a-line-kurta/2493422/buy,Printed A-Line Kurta,909,1299,"Pink and yellow floral print A-line kurta, has a round neck, three-quarter sleeves, curved hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-blue-solid-straight-kurta/2111406/buy,Solid Straight Kurta,629,899,"Blue solid straight kurta, has a round neck, short sleeves, straight hem, side slits",Cotton  Dry-clean
AKS,kurtas/aks/aks-women-green--peach-coloured-floral-print-a-line-kurta/2111393/buy,Printed A-Line Kurta,809,1799,"Green and peach-coloured floral print A-line kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--beige-colourblocked-straight-kurta/2448855/buy,Colourblocked Straight Kurta,659,1099,"Blue and beige colourblocked straight kurta, has a round neck, sleeveless, straight hem, side slits",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-cream-coloured--blue-checked-a-line-kurta/2262307/buy,Checked A-Line Kurta,649,1299,"Cream-coloured and blue checked A-line kurta, has a round neck, short sleeves, flared hem, no slits",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-blue--yellow-embellished-anarkali-kurta/2111405/buy,Embellished Anarkali Kurta,854,1899,"Blue and yellow embellished Anarkali kurta, has a round neck, short sleeves, curved hem",Cotton  Dry-clean
AKS,kurtas/aks/aks-women-black--brown-printed-anarkali-kurta/2250060/buy,Printed Anarkali Kurta,649,1299,"Black and brown printed Anarkali kurta with a tinge of olive green, has a round neck, short sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-brown--black-printed-straight-kurta/2448868/buy,Printed Straight Kurta,659,1099,"Brown, black and rust orange printed straight kurta, has a mandarin collar, short sleeves, straight hem, multiple slits, button closure",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-magenta-woven-design-straight-kurta/2448883/buy,Woven Design Straight Kurta,599,999, Magenta Woven Design Straight Kurta,Cotton Machine-wash
AKS,kurtas/aks/aks-women-olive-brown--black-printed-straight-kurta/2250058/buy,Printed Straight Kurta,699,999,"Olive brown and black printed straight kurta, has a round neck, short roll-up sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-red-solid-fringed-straight-kurta/2111519/buy,Solid Straight Kurta,604,1099,"Red solid straight kurta with fringes, has a round neck with a short button placket, short sleeves, two printed patch pockets, straight hem, side slits",Cotton  Hand-wash cold
AKS,kurtas/aks/aks-women-grey--off-white-printed-a-line-kurta/2249975/buy,Printed A-Line Kurta,649,1299,"Grey and off-white printed A-line kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-blue--gold-toned-printed-a-line-kurta/2167335/buy,Printed A-Line Kurta,604,1099,"Navy blue and gold-toned printed A-line kurta, has a round neck, short sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow-geometric-print-straight-kurta/2493403/buy,Printed Straight Kurta,909,1299,"Mustard yellow geometric print straight kurta, has a stylised mandarin collar, button closures, short sleeves, straight hem, side slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-brown--off-white-printed-a-line-kurta/2111404/buy,Printed A-Line Kurta,854,1899,"Brown, off-white and orange printed A-line kurta, has a round neck, short sleeves, 2 pockets, flared hem",Cotton  Dry-clean
AKS,kurtas/aks/aks-women-pink--green-printed-straight-kurta/1951403/buy,Printed Straight Kurta,629,899,"Pink and green printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--brown-printed-straight-kurta/2249983/buy,Printed Straight Kurta,699,999,"Blue, cream-coloured and brown printed straight kurta, has a round neck, short cap sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-teal-blue--green-printed-anarkali-kurta/2448909/buy,Printed Anarkali Kurta,959,1599,"Teal blue and green printed Anarkali kurta, has a stylised stand collar, short sleeves, curved flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-yellow-embroidered-detail-straight-kurta/2382481/buy,Embroidered Straight Kurta,1099,2199,"Yellow and embroidered detail straight kurta, has a stylised mandarin collar with concealed hook-and-eye closures, three-quarter sleeves, curved hem, multiple slits",Chanderi silkMachine-wash
AKS,kurtas/aks/aks-women-peach-coloured--grey-printed-a-line-kurta/2262285/buy,Printed A-Line Kurta,604,1099,"Orange, off-white and grey printed A-line kurta, has a shirt collar, short sleeves, straight hem, front slit",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-yellow--grey-yoke-design-anarkali-kurta/2262270/buy,Yoke Design Anarkali Kurta,879,1599,"Yellow and grey yoke design Anarkali kurta, has a square neck with a tie-up detail, short flared sleeves, and a flared hemline",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-beige--black-printed-anarkali-kurta/2448906/buy,Printed Anarkali Kurta,909,1299,"Beige and black printed Anarkali kurta, has a round neck with split V-neckline, sleeveless, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-navy-blue-printed-anarkali-kurta/2463728/buy,Printed Anarkali Kurta,1049,1499,"Navy printed Anarkali kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Hand-wash
AKS,kurtas/aks/aks-women-cream-coloured-printed-a-line-kurta/2111424/buy,Printed A-Line Kurta,999,1999,"Cream-coloured printed A-line kurta, has a shirt collar, a mock button detail on the front, three-quarter sleeves, and a flared hem",Cotton Dry-clean only
AKS,kurtas/aks/aks-women-red-printed-a-line-kurta/2167372/buy,Printed A-Line Kurta,649,1299,"Red and golden printed A-line kurta, has a round neck, short sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-magenta--white-printed-a-line-kurta/2448898/buy,Printed A-Line Kurta,959,1599,"Magenta and white printed A-line kurta, has a round neck, three-quarter sleeves, asymmetric hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-red--grey-printed-a-line-kurta/2111382/buy,Printed A-Line Kurta,799,1599,"Red and grey printed A-line kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash cold
AKS,kurtas/aks/aks-women-green--beige-printed-anarkali-kurta/2167376/buy,Printed Anarkali Kurta,815,1599,"Green and beige printed Anarkali kurta, has a scoop neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--silver-embellished-a-line-kurta/2111402/buy,Embellished A-Line Kurta,799,1599,"Mustard yellow and silver embellished A-line kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton  Dry-clean
AKS,kurtas/aks/aks-women-mustard-yellow--cream-coloured-printed-a-line-kurta/2250051/buy,Printed A-Line Kurta,749,1499,"Mustard yellow and cream-coloured printed A-line kurta, has a round neck, a short mock button placket, short bell sleeves, and a flared hem",ViscoseDry-clean only
AKS,kurtas/aks/aks-women-pink--yellow-printed-straight-angrakha-kurta/2111392/buy,Printed Straight Kurta,699,999,"Pink and yellow printed straight Angrakha kurta with a tie-up detail, has a V-neck, short sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-blue--red-printed-off-shoulder-a-line-kurta/1945099/buy,Printed A-Line Kurta,989,2199,"Blue, red and brown printed A-line kurta, has an off-shoulder neck with layered detail, sleeveless, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-maroon--beige-printed-fringed-straight-kurta/2448921/buy,Printed Fringed Straight Kurta,779,1299,"Maroon and beige printed straight kurta with fringed and panelled detail, has a round neck, a short mock button placket with a concealed hook-and-eye closure, short sleeves, a pocket on the front, a straight hem, and side slits",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-mustard-yellow-solid-straight-kurta/1945060/buy,Solid Straight Kurta,604,1099,"Mustard yellow solid straight kurta with embroidered detail, has a round neck, short sleeves, straight hem, one pocket, side slits",Viscose  Machine-wash
AKS,kurtas/aks/aks-women-off-white--mustard-yellow-printed-straight-kurta/2111412/buy,Printed Straight Kurta,604,1099,"Off-white and mustard yellow printed straight kurta, has a round neck, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-pink-printed-anarkali-kurta/2167370/buy,Printed Anarkali Kurta,899,1799,"Pink printed Anarkali kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-silk-solid-anarkali-kurta/2382492/buy,Solid Anarkali Kurta,999,1999,"Navy solid Anarkali kurta, has a mandarin collar, short sleeves, flared hem, no slits",Silk Machine-wash
AKS,kurtas/aks/aks-women-charcoal-grey-yoke-design-straight-kurta/2262333/buy,Yoke Design Straight Kurta,649,1299,"Charcoal grey yoke design straight kurta with thread-work, has a mandarin collar, short sleeves, straight hem, side slits",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-brown--off-white-printed-a-line-kurta/1945098/buy,Printed A-Line Kurta,659,1199,"Brown and off-white printed A-line kurta, has a round neck, short sleeves, asymmetric hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-cream-coloured-yoke-design-a-line-kurta/2463706/buy,Yoke Design A-Line Kurta,1019,1699,"Cream-coloured yoke design A-line kurta, has a V-neck, three-quarter sleeves, straight hem, no slits",Chanderi silkDry-clean
AKS,kurtas/aks/aks-women-beige--brown-printed-straight-kurta/2111377/buy,Printed Straight Kurta,674,899,"Beige and brown printed straight kurta, has a round neck, short sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-navy--white-printed-anarkali-kurta/2095464/buy,Printed Anarkali Kurta,649,1299,"Navy and white printed Anarkali kurta, has a round neck, mock short button placket, sleeveless, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--red-printed-anarkali-kurta/2250031/buy,Printed Anarkali Kurta,809,1799,"Mustard yellow, red and green printed Anarkali kurta, has a round neck with a tie-up detail, short sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-mustard-yellow--off-white-printed-a-line-kurta/2249978/buy,Printed A-Line Kurta,849,1699,"Mustard yellow and off-white printed A-line kurta, has a square neck with a tie-up detail, three-quarter sleeves with slits, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-blue-straight-kurta-with-printed-detail/2111414/buy,Kurta with Printed Detail,604,1099,"Navy blue straight kurta with printed detail, has a V-neck, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-orange-printed-straight-kurta/2167378/buy,Printed Straight Kurta,599,999,"Orange printed straight kurta, has a V-neck, short cold-shoulder sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-orange--yellow-printed-cold-shoulder-straight-kurta/2448876/buy,Printed Straight Kurta,599,999,"Orange, off-white and green printed straight kurta, has a round neck, three-quarter cold shoulder sleeves, curved hem, side slits with button-and-loop closures",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-brown--off-white-printed-anarkali-kurta/2167340/buy,Printed Anarkali Kurta,749,1499,"Brown and off-white printed Anarkali kurta, has a round neck, sleeveless, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy--pink-striped-off-shoulder-straight-kurta/2262324/buy,Striped Straight Kurta,599,999,"Navy and pink striped off-shoulder straight kurta, has three-quarter sleeves with tie-up detail on the hems, a straight hem, and side slits",CrepeMachine-wash warm
AKS,kurtas/aks/aks-women-rust-solid-a-line-kurta/2127705/buy,Solid A-Line Kurta,649,1299,"Rust solid A-line kurta, has a round neck, short sleeves, straight hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-yellow-solid-crepe-off-shoulder-straight-kurta/2095556/buy,Off-Shoulder Straight Kurta,599,799,"Yellow solid straight kurta, has off-shoulder styling, three-quarter sleeves with tie-up detail, straight hem",Polyester crepe Machine-wash
AKS,kurtas/aks/aks-women-peach-coloured-printed-straight-kurta/2111385/buy,Printed Straight Kurta,604,1099,"Peach-coloured and green printed straight kurta, has a boat neck with button closures, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black--green-dyed-anarkali-kurta/2250054/buy,Dyed Anarkali Kurta,815,1599,"Black and green dyed Anarkali kurta, has a round neck, short sleeves, flared hem, no slits",ViscoseDry-clean
AKS,kurtas/aks/aks-women-red-anarkali-kurta-with-printed-detail/2262283/buy,Kurta with Printed Detail,749,1499,"Red anarkali kurta with print detail, has a round neck, short sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--red-checked-angrakha-a-line-kurta/2448905/buy,Checked A-Line Kurta,1049,1499,"Red and blue yoke design Angrakha A-line kurta, has a V-neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-maroon--blue-printed-anarkali-kurta/2250023/buy,Printed Anarkali Kurta,815,1599,"Maroon, blue and beige printed Anarkali kurta, has a scoop neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-brown--off-white-printed-a-line-kurta/2250086/buy,Printed A-Line Kurta,649,1299,"Brown, black and off-white printed A-line kurta, has a round neck, sleeveless, asymmetric hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-olive-green--blue-printed-straight-kurta/2250073/buy,Printed Straight Kurta,599,1199,"Olive Green and blue printed straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Viscose Rayon  Machine-wash
AKS,kurtas/aks/aks-women-navy-blue-solid-straight-kurta/2262273/buy,Solid Straight Kurta,604,1099,"Navy blue solid straight kurta, has a V-neck, short sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-maroon--beige-kalamkari-print-layered-straight-kurta/2448859/buy,Printed Layered Straight Kurta,959,1599,"Navy solid straight layered kurta, has a round neck, sleeveless, a straight hem, and side slitsComes with a maroon and beige Kalamkari print layer that has a mandarin collar with a split V-neckline, three-quarter roll-up sleeves, a straight hem, and multiple slits",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-cream-coloured--orange-checked-a-line-kurta/1951412/buy,Checked A-Line Kurta,749,1499,"Cream-coloured and orange checked A-line kurta, has a boat neck, three-quarter sleeves, and a patch pocket",Viscose rayon Machine-wash
AKS,kurtas/aks/aks-women-blue--orange-printed-layered-angrakha-a-line-kurta/2024421/buy,Angrakha A-Line Kurta,1124,2499,"Blue and orange printed layered Angrakha A-line kurta, has a V-neck, three-quarter sleeves, tie-up detail, curved hem",ViscoseMachine-wash cold
AKS,kurtas/aks/aks-women-pink--navy-blue-printed-layered-straight-kurta/2448877/buy,Printed Straight Kurta,959,1599,"Pink and navy blue printed straight kurta with a tie-up detail, has a round neck, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-off-white--red-printed-a-line-kurta/2448916/buy,Printed A-Line Kurta,909,1299,"Off-white and red printed A-line kurta, has a keyhole neck, short sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-beige-embroidred-straight-kurta/2111524/buy,Embroidred Straight Kurta,999,1999,"Beige solid straight kurta with embroidered detail, has a mandarin collar, three-quarter sleeves, straight hem, multiple slits, attached lining",Cotton and silk blend Dry-clean
AKS,kurtas/aks/aks-women-orange-yoke-design-a-line-kurta/2095450/buy,Yoke Design A-Line Kurta,649,1299,"Orange yoke design A-line kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-beige--black-printed-anarkali-kurta/2262282/buy,Printed Anarkali Kurta,799,1999,"Beige and black printed Anarkali kurta, has a mandarin collar, three-quarter sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-red--blue-striped-straight-kurta/2448850/buy,Striped Straight Kurta,659,1099,"Red, blue and white striped straight kurta, has a V-neck, three-quarter sleeves, straight hem, side slits",Crepe Machine-wash
AKS,kurtas/aks/aks-women-blue--white-printed-a-line-kurta/2463743/buy,Printed A-Line Kurta,909,1299,"Blue and white printed A-line kurta, has a round neck with cut-out detail, sleeveless, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-yellow--maroon-printed-layered-straight-kurta/2262268/buy,Printed Straight Kurta,604,1099,"Yellow and maroon printed layered straight kurta, has a V-neck, short sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-orange--grey-printed-a-line-kurta/2250047/buy,Printed A-Line Kurta,849,1699,"Orange, grey and off-white printed A-line kurta with tie-up detail, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-rust-orange--burgundy-printed-a-line-kurta/2448946/buy,Printed A-Line Kurta,844,1299,"Rust orange and burgundy printed empire A-line kurta, has a round neck, short cold shoulder sleeves, tie-up detail along the waist, and a flared hem",RayonMachine-wash cold
AKS,kurtas/aks/aks-women-blue--sea-green-printed-a-line-kurta/2382486/buy,Printed A-Line Kurta,749,1499,"Blue and sea green printed A-line kurta, has a round neck, short sleeves, flared hem, no slits",Cotton  Dry-clean
AKS,kurtas/aks/aks-women-coral-pink-woven-design-a-line-kurta-with-slit-sleeves/2382496/buy,Woven Design A-Line Kurta,649,1299,"Coral pink woven design A-line kurta, has a round neck, three-quarter slit bell sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-beige--orange-printed-anarkali-kurta/2167386/buy,Printed Anarkali Kurta,799,1599,"Beige, orange and mustard yellow printed Anarkali kurta, has a scoop neck, short sleeves with cold shoulder detail, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-yellow-solid-straight-kurta/2448887/buy,Solid Straight Kurta,714,1099,"Yellow solid straight kurta, has a shirt collar, three-quarter sleeves, curved hem, side slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-blue-printed-anarkali-kurta/1945085/buy,Printed Anarkali Kurta,749,1499,"Blue printed Anarkali kurta, has a scoop neck, sleeveless, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy--white-printed-anarkali-kurta/2463742/buy,Printed Anarkali Kurta,1049,1499,"Navy and white printed Anarkali kurta, has a round neck, short sleeves, flared hem, no slits",CottonMachine-wash
AKS,kurtas/aks/aks-women-brown--rust-orange-printed-tiered-anarkali-kurta/2250018/buy,Printed Anarkali Kurta,749,1499,"Brown and rust orange printed tiered Anarkali kurta, has a round neck, short sleeves, and a flared hemline",ViscoseMachine-wash cold
AKS,kurtas/aks/aks-women-red--blue-yoke-design-a-line-kurta/2448930/buy,Yoke Design A-Line Kurta,779,1299,"Red and blue yoke design A-line kurta, has a V-neck, short sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-pink--off-white-printed-anarkali-kurta/2167345/buy,Printed Anarkali Kurta,799,1599,"Pink and off-white printed Anarkali kurta, has a round neck, short sleeves, flared hem, no slits, attached mock ethnic jacket with a tie-up detail",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-brown--beige-printed-a-line-kurta/2262327/buy,Printed A-Line Kurta,749,1499,"Brown and beige printed A-line kurta, has a V-neck, sleeveless, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-olive-green--black-printed-a-line-kurta/2250067/buy,Printed A-Line Kurta,649,1299,"Olive green and black printed A-line kurta with dyed effect and a tinge of blue, has a round neck, short sleeves, flared hem, no slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-pink-solid-straight-kurta/2262337/buy,Solid Straight Kurta,649,1299,"Pink solid straight kurta with thread-work, has a notched round neck with bauble bead detail on the front, three-quarter sleeves, a straight hem, and multiple slits",ViscoseMachine-wash warm
AKS,kurtas/aks/aks-women-blue--off-white-yoke-design-anarkali-kurta/2262300/buy,Yoke Design Anarkali Kurta,649,1299,"Blue and off-white yoke design anarkali kurta, has a keyhole neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy--off-white-printed-straight-kurta/2250035/buy,Printed Straight Kurta,599,1199,"Navy and off-white printed straight kurta with pleated detail, has a round neck, short sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-cream-coloured--peach-coloured-printed-a-line-kurta/2250045/buy,Printed A-Line Kurta,649,1299,"Cream-coloured and peach-coloured printed A-line kurta, has a round neck, sleeveless, asymmetric hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-brown-yoke-design-straight-kurta/2463723/buy,Yoke Design Straight Kurta,1039,1599,"Brown yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue-printed-a-line-kurta/1945051/buy,Printed A-Line Kurta,599,1199,"Blue printed A-line kurta, has a mandarin collar, short sleeves, flared hem, two pockets, front slit",Viscose  Machine-wash
AKS,kurtas/aks/aks-women-navy--white-printed-straight-kurta/2448865/buy,Printed Straight Kurta,719,1199,"Navy and white printed straight kurta, has a round neck, an asymmetric mock button placket on the front, three-quarter cold shoulder sleeves, a straight hem, and side slits",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-green--black-printed-anarkali-kurta/2448911/buy,Printed Anarkali Kurta,974,1499,"Green, black and beige printed Anarkali kurta, has a mandarin collar, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-turquoise-blue--white-printed-straight-kurta/2448957/buy,Printed Straight Kurta,719,1199,"Turquoise blue and white printed straight kurta with lace trim and fringes detail, has a mandarin collar with a split V-neckline, three-quarter sleeves, a straight hem, and side slits",RayonMachine-wash cold
AKS,kurtas/aks/aks-women-beige--brown-printed-cold-shoulder-anarkali-kurta/2262277/buy,Printed Anarkali Kurta,949,1899,"Beige and brown printed Anarkali kurta, has a round neck, three-quarter cold-shoulder sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-grey-solid-a-line-kurta/2262335/buy,Solid A-Line Kurta,854,1899,"Grey solid A-line kurta, has a mandarin collar, short sleeves, flared hem, no slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-pink--yellow-printed-a-line-kurta/2493423/buy,Printed A-Line Kurta,909,1299,"Pink, yellow and blue printed A-line kurta, has a round neck, button placket, sleeveless, flared hem, front slit",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--black-printed-anarkali-kurta/2111408/buy,Printed Anarkali Kurta,849,1699,"Blue and black printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-white--black-printed-a-line-kurta/2262275/buy,Printed A-Line Kurta,749,1499,"White and black printed A-line kurta, has a mandarin collar with a split V-neckline, short sleeves, a full button placket, an asymmetric hem, and a front slit",ViscoseMachine-wash cold
AKS,kurtas/aks/aks-women-navy--white-printed-a-line-kurta/2463729/buy,Printed A-Line Kurta,824,1099,"Navy and white printed A-line kurta with tasselled detail, has a round neck, short sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-off-white-yoke-design-straight-kurta/2463722/buy,Yoke Design Straight Kurta,1039,1599,"Off-white yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-black--blue-printed-anarkali-kurta/2262322/buy,Printed Anarkali Kurta,999,1999,"Black and blue printed Anarkali kurta, has a round neck, long sleeves, flared hem, no slits",Viscose rayonMachine-wash
AKS,kurtas/aks/aks-women-coffee-brown-printed-a-line-kurta/2095451/buy,Printed A-Line Kurta,749,1499,"Coffee brown printed A-line kurta, has a round neck, sleeveless, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-olive-green--navy-blue-printed-a-line-kurta/2262330/buy,Printed A-Line Kurta,749,1499,"Olive green and navy blue printed A-line kurta, has a round neck, short extended sleeves, flared hem, no slits",ViscoseMachine-wash
AKS,kurtas/aks/aks-women-pink--blue-printed-a-line-kurta/2448933/buy,Printed A-Line Kurta,909,1299,"Pink and blue printed A-line kurta, has a round neck, short sleeves, and a flared hem",CottonMachine-wash cold
AKS,kurtas/aks/aks-women-blue--off-white-printed-anarkali-kurta/2250048/buy,Printed Anarkali Kurta,749,1499,"Blue and off-white printed Anarkali kurta, has a round neck, sleeveless, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black--off-white-printed-a-line-kurta/2250029/buy,Printed A-Line Kurta,604,1099,"Black and off-white printed A-line kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
